,Siruta,Localitate,Venituri,Cheltuieli
1532,93628,Gheorghe Lazar,697154,1402520
1533,93646,Giurgeni,567973,1412191
1534,93664,Gradistea,570975,1381646
1535,93717,Grindu,698249,1405213
1536,93735,Grivita,569068,1414884
1537,93771,Independenta,572070,1384339
1538,93815,Jegalia,699344,1407906
1539,93851,Lehliu,570163,1417577
1540,93888,Oras Lehliu Gara,573165,1387032
1541,93931,Lupsanu,700439,1410599
1542,93995,Mihail Kogalniceanu,571258,1420270
1543,94045,Milosesti,574260,1389725
1544,94081,Movila,701534,1413292
1545,94107,Munteni-Buzau,572353,1422963
1546,94125,Alexandru Odobescu,575355,1392418
1547,94161,Perieti,702629,1415985
1548,94223,Perisoru,573448,1425656
1549,94269,Reviga,576450,1395111
1550,94312,Roseti,703724,1418678
1551,94330,Salcioara,574543,1428349
1552,94376,Saveni,577545,1397804
1553,94429,Scanteia,704819,1421371
1554,94456,Sfantu Gheorghe,575638,1431042
1555,94492,Stelnica,578640,1400497
1556,94535,Suditi,705914,1424064
1557,94562,Stefan Cel Mare,576733,1433735
1558,94580,Stefan Voda,579735,1403190
1559,94606,Ulmu,707009,1426757
1560,94651,Unirea,577828,1436428
1561,94688,Valea Ciorii,580830,1405883
1562,94731,Valcelele,708104,1429450
1563,94768,Vlad Tepes,578923,1439121
1564,94795,Vladeni,581925,1408576
1565,95060,Municipiul Iasi,709199,1432143
1566,95088,Barnova,580018,1441814
1567,95159,Holboca,583020,1411269
1568,95239,Rediu,710294,1434836
1569,95293,Tomesti,581113,1444507
1570,95355,Oras Harlau,584115,1413962
1571,95391,Municipiul Pascani,711389,1437529
1572,95471,Oras Targu Frumos,582208,1447200
1573,95499,Ion Neculce,585210,1416655
1574,95612,Alexandru I. Cuza,712484,1440222
1575,95667,Andrieseni,583303,1449893
1576,95747,Aroneanu,586305,1419348
1577,95792,Baltati,713579,1442915
1578,95872,Belcesti,584398,1452586
1579,95943,Bivolari,587400,1422041
1580,96003,Ungheni,714674,1445608
1581,96058,Braesti,585493,1455279
1582,96110,Butea,588495,1424734
1583,96147,Ceplenita,715769,1448301
1584,96192,Ciortesti,586588,1457972
1585,96254,Ciurea,589590,1427427
1586,96334,Coarnele Caprei,716864,1450994
1587,96370,Comarna,587683,1460665
1588,96423,Costuleni,590685,1430120
1589,96478,Cotnari,717959,1453687
1590,96593,Cozmesti,588778,1463358
1591,96637,Cristesti,591780,1432813
1592,96664,Cucuteni,719054,1456380
1593,96717,Dagata,589873,1466051
1594,96815,Deleni,592875,1435506
1595,96888,Dobrovat,720149,1459073
1596,96904,Dolhesti,590968,1468744
1597,96940,Dumesti,593970,1438199
1598,97009,Erbiceni,721244,1461766
1599,97063,Focuri,592063,1471437
1600,97090,Golaiesti,595065,1440892
1601,97189,Gorban,722339,1464459
1602,97241,Grajduri,593158,1474130
1603,97321,Gropnita,596160,1443585
1604,97394,Grozesti,723434,1467152
1605,97438,Halaucesti,594253,1476823
1606,97465,Helesteni,597255,1446278
1607,97517,Horlesti,724529,1469845
1608,97553,Ipatele,595348,1479516
1609,97606,Lespezi,598350,1448971
1610,97679,Letcani,725624,1472538
1611,97722,Lungani,596443,1482209
1612,97777,Madarjac,599445,1451664
1613,97811,Mircesti,726719,1475231
1614,97875,Mironeasa,597538,1484902
1615,97919,Miroslava,600540,1454357
1616,98051,Miroslovesti,727814,1477924
1617,98113,Mogosesti,598633,1487595
1618,98168,Mogosesti-Siret,601635,1457050
1619,98202,Mosna,728909,1480617
1620,98220,Motca,599728,1490288
1621,98257,Movileni,602730,1459743
1622,98300,Oteleni,730004,1483310
1623,98337,Plugari,600823,1492981
1624,98373,Oras Podu Iloaiei,603825,1462436
1625,98435,Popesti,731099,1486003
1626,98505,Popricani,601918,1495674
1627,98603,Prisacani,604920,1465129
1628,98649,Probota,732194,1488696
1629,98685,Raducaneni,603013,1498367
1630,98738,Romanesti,606015,1467822
1631,98774,Ruginoasa,733289,1491389
1632,98827,Schitu Duca,604108,1501060
1633,98916,Scanteia,607110,1470515
1634,98998,Scobinti,734384,1494082
1635,99058,Sinesti,605203,1503753
1636,99101,Siretel,608205,1473208
1637,99165,Stolniceni-Prajescu,735479,1496775
1638,99209,Strunga,606298,1506446
1639,99290,Scheia,609300,1475901
1640,99370,Sipote,736574,1499468
1641,99441,Tansa,607393,1509139
1642,99478,Tatarusi,610395,1478594
1643,99539,Todiresti,737669,1502161
1644,99600,Trifesti,608488,1511832
1645,99673,Tibana,611490,1481287
1646,99780,Tibanesti,738764,1504854
1647,99879,Tiganasi,609583,1514525
1648,99922,Tutora,612585,1483980
1649,99968,Valea Seaca,739859,1507547
1650,100004,Victoria,610678,1517218
1651,100086,Vanatori,613680,1486673
1652,100148,Vladeni,740954,1510240
1653,100219,Voinesti,611773,1519911
1654,100273,Bals,614775,1489366
1655,100282,Costesti,742049,1512933
1656,100308,Draguseni,612868,1522604
1657,100317,Fantanele,615870,1492059
1658,100326,Harmanesti,743144,1515626
1659,100335,Rachiteni,613963,1525297
1660,100344,Roscani,616965,1494752
1661,100353,Valea Lupului,744239,1518319
1662,100362,Ciohorani,615058,1527990
1663,100521,Municipiul Giurgiu,618060,1497445
1664,100549,Slobozia,745334,1521012
1665,100576,Oras Buftea,616153,1530683
1666,100610,Municipiul Oltenita,619155,1500138
1667,100638,Mitreni,746429,1523705
1668,100683,Municipiul Urziceni,617248,1533376
1669,100709,Ciocarlia,620250,1502831
1670,100736,Manasia,747524,1526398
1671,100754,Adancata,618343,1536069
1672,100781,Adunatii-Copaceni,621345,1505524
1673,100834,Afumati,748619,1529091
1674,100852,Alexeni,619438,1538762
1675,100870,Armasesti,622440,1508217
1676,100923,Axintele,749714,1531784
1677,100969,Balotesti,620533,1541455
1678,101001,Baneasa,623535,1510910
1679,101056,Barcanesti,750809,1534477
1680,101083,Belciugatele,621628,1544148
1681,101145,Berceni,624630,1513603
1682,101163,Bolintin-Deal,751904,1537170
1683,101190,Oras Bolintin-Vale,622723,1546841
1684,101243,Brazii,625725,1516296
1685,101298,Branesti,752999,1539863
1686,101341,Brezoaele,623818,1549534
1687,101378,Bucsani,626820,1518989
1688,101458,Oras Budesti,754094,1542556
1689,101519,Bulbucata,624913,1552227
1690,101564,Butimanu,627915,1521682
1691,101617,Buturugeni,755189,1545249
1692,101662,Calugareni,626008,1554920
1693,101724,Cascioarele,629010,1524375
1694,101742,Cernica,756284,1547942
1695,101804,Chirnogi,627103,1557613
1696,101822,Chiselet,630105,1527068
1697,101840,Ciocanesti,757379,1550635
1698,101902,Ciolpani,628198,1560306
1699,101957,Ciorogarla,631200,1529761
1700,101984,Clejani,758474,1553328
1701,102035,Clinceni,629293,1562999
1702,102071,Colibasi,632295,1532454
1703,102106,Comana,759569,1556021
1704,102160,Corbeanca,630388,1565692
1705,102213,Cornetu,633390,1535147
1706,102240,Cosereni,760664,1558714
1707,102286,Crevedia,631483,1568385
1708,102348,Crevedia Mare,634485,1537840
1709,102419,Curcani,761759,1561407
1710,102446,Daia,632578,1571078
1711,102473,Dascalu,635580,1540533
1712,102525,Darasti-Ilfov,762854,1564100
1713,102543,1 Decembrie,633673,1573771
1714,102570,Domnesti,636675,1543226
1715,102605,Dragomiresti-Vale,763949,1566793
1716,102641,Dragoesti,634768,1576464
1717,102703,Dridu,637770,1545919
1718,102749,Oras Fierbinti-Targ,765044,1569486
1719,102794,Floresti-Stoenesti,635863,1579157
1720,102838,Frasinet,638865,1548612
1721,102909,Fratesti,766139,1572179
1722,102945,Frumusani,636958,1581850
1723,103014,Fundeni,639960,1551305
1724,103032,Oras Fundulea,767234,1574872
1725,103087,Gaiseni,638053,1584543
1726,103130,Ganeasa,641055,1553998
1727,103194,Gaujani,768329,1577565
1728,103238,Ghimpati,639148,1587236
1729,103283,Garbovi,642150,1556691
1730,103309,Gogosari,769424,1580258
1731,103354,Gostinu,640243,1589929
1732,103372,Gostinari,643245,1559384
1733,103407,Gradinari,770519,1582951
1734,103443,Gradistea,641338,1592622
1735,103470,Greaca,644340,1562077
1736,103513,Gruiu,771614,1585644
1737,103568,Gurbanesti,642433,1595315
1738,103639,Hotarele,645435,1564770
1739,103693,Iepuresti,772709,1588337
1740,103764,Ileana,643528,1598008
1741,103862,Ion Roata,646530,1567463
1742,103899,Izvoarele,773804,1591030
1743,103960,Jilavele,644623,1600701
1744,103997,Joita,647625,1570156
1745,104047,Letca Noua,774899,1593723
1746,104083,Luica,645718,1603394
1747,104118,Mihai Bravu,648720,1572849
1748,104136,Oras Mihailesti,775994,1596416
1749,104181,Manastirea,646813,1606087
1750,104225,Marsa,649815,1575542
1751,104243,Moara Vlasiei,777089,1599109
1752,104270,Movilita,647908,1608780
1753,104323,Nana,650910,1578235
1754,104341,Nicolae Balcescu,778184,1601802
1755,104387,Niculesti,649003,1611473
1756,104421,Nuci,652005,1580928
1757,104485,Ogrezeni,779279,1604495
1758,104519,Oinacu,650098,1614166
1759,104546,Peris,653100,1583621
1760,104582,Petrachioaia,780374,1607188
1761,104635,Plataresti,651193,1616859
1762,104680,Prundu,654195,1586314
1763,104715,Putineiu,781469,1609881
1764,104751,Radovanu,652288,1619552
1765,104788,Rasuceni,655290,1589007
1766,104831,Roata De Jos,782564,1612574
1767,104886,Sarulesti,653383,1622245
1768,104975,Schitu,656385,1591700
1769,105026,Sinesti,783659,1615267
1770,105106,Singureni,654478,1624938
1771,105142,Slobozia Moara,657480,1594393
1772,105160,Snagov,784754,1617960
1773,105222,Sohatu,655573,1627631
1774,105259,Spantov,658575,1597086
1775,105295,Stanesti,785849,1620653
1776,105348,Stoenesti,656668,1630324
1777,105384,Soldanu,659670,1599779
1778,105419,Stefanestii De Jos,786944,1623346
1779,105455,Tamadau Mare,657763,1633017
1780,105534,Tartasesti,660765,1602472
1781,105570,Tunari,788039,1626039
1782,105605,Ulmeni,658858,1635710
1783,105623,Ulmi,661860,1605165
1784,105712,Valea Argovei,789134,1628732
1785,105776,Valea Dragului,659953,1638403
1786,105794,Valea Macrisului,662955,1607858
1787,105829,Vasilati,790229,1631425
1788,105874,Varasti,661048,1641096
1789,105909,Vedea,664050,1610551
1790,105936,Vidra,791324,1634118
1791,105972,Vanatorii Mici,662143,1643789
1792,106318,Municipiul Baia Mare,665145,1613244
1793,106363,Grosi,792419,1636811
1794,106407,Recea,663238,1646482
1795,106461,Oras Tautii-Magheraus,666240,1615937
1796,106559,Municipiul Sighetu Marmatiei,793514,1639504
1797,106620,Sarasau,664333,1649175
1798,106648,Vadu Izei,667335,1618630
1799,106684,Oras Baia Sprie,794609,1642197
1800,106746,Oras Borsa,665428,1651868
1801,106782,Oras Cavnic,668430,1621323
1802,106817,Oras Targu Lapus,795704,1644890
1803,106979,Oras Viseu De Sus,666523,1654561
1804,107001,Ardusat,669525,1624016
1805,107047,Arinis,796799,1647583
1806,107083,Asuaju De Sus,667618,1657254
1807,107118,Baita De Sub Codru,670620,1626709
1808,107154,Baiut,797894,1650276
1809,107190,Basesti,668713,1659947
1810,107234,Bicaz,671715,1629402
1811,107270,Bistra,798989,1652969
1812,107314,Barsana,669808,1662640
1813,107350,Bocicoiu Mare,672810,1632095
1814,107403,Bogdan Voda,800084,1655662
1815,107430,Boiu Mare,670903,1665333
1816,107485,Botiza,673905,1634788
1817,107519,Budesti,801179,1658355
1818,107546,Calinesti,671998,1668026
1819,107582,Cernesti,675000,1637481
1820,107662,Cicarlau,802274,1661048
1821,107715,Campulung La Tisa,673093,1670719
1822,107733,Copalnic-Manastur,676095,1640174
1823,107868,Coroieni,803369,1663741
1824,107920,Cupseni,674188,1673412
1825,107975,Desesti,677190,1642867
1826,108017,Oras Dragomiresti,804464,1666434
1827,108035,Dumbravita,675283,1676105
1828,108106,Farcasa,678285,1645560
1829,108151,Giulesti,805559,1669127
1830,108204,Ieud,676378,1678798
1831,108222,Lapus,679380,1648253
1832,108240,Leordina,806654,1671820
1833,108268,Miresu Mare,677473,1681491
1834,108348,Moisei,680475,1650946
1835,108366,Oarta De Jos,807749,1674513
1836,108400,Ocna Sugatag,678568,1684184
1837,108455,Petrova,681570,1653639
1838,108473,Poienile De Sub Munte,808844,1677206
1839,108491,Remetea Chioarului,679663,1686877
1840,108552,Remeti,682665,1656332
1841,108598,Repedea,809939,1679899
1842,108614,Rona De Jos,680758,1689570
1843,108632,Rona De Sus,683760,1659025
1844,108669,Rozavlea,811034,1682592
1845,108696,Ruscova,681853,1692263
1846,108712,Satulung,684855,1661718
1847,108794,Sacalaseni,812129,1685285
1848,108874,Sacel,682948,1694956
1849,108892,Oras Salistea De Sus,685950,1664411
1850,108918,Salsig,813224,1687978
1851,108945,Sapanta,684043,1697649
1852,108963,Oras Seini,687045,1667104
1853,109005,Stramtura,814319,1690671
1854,109041,Suciu De Sus,685138,1700342
1855,109096,Sisesti,688140,1669797
1856,109176,Oras Somcuta Mare,815414,1693364
1857,109265,Oras Ulmeni,686233,1703035
1858,109354,Valea Chioarului,689235,1672490
1859,109425,Vima Mica,816509,1696057
1860,109504,Viseu De Jos,687328,1705728
1861,109773,Municipiul Drobeta-Turnu Severin,690330,1675183
1862,109826,Simian,817604,1698750
1863,109924,Oras Baia De Arama,688423,1708421
1864,110027,Obarsia-Closani,691425,1677876
1865,110063,Municipiul Orsova,818699,1701443
1866,110116,Oras Strehaia,689518,1711114
1867,110232,Oras Vanju Mare,692520,1680569
1868,110296,Bala,819794,1704136
1869,110456,Balta,690613,1713807
1870,110535,Balacita,693615,1683262
1871,110571,Bacles,820889,1706829
1872,110688,Balvanesti,691708,1716500
1873,110740,Breznita-Motru,694710,1685955
1874,110820,Breznita-Ocol,821984,1709522
1875,110875,Brosteni,692803,1719193
1876,110946,Burila Mare,695805,1688648
1877,111006,Butoiesti,823079,1712215
1878,111097,Cazanesti,693898,1721886
1879,111220,Ciresu,696900,1691341
1880,111275,Corcova,824174,1714908
1881,111417,Corlatel,694993,1724579
1882,111444,Cujmir,697995,1694034
1883,111480,Devesel,825269,1717601
1884,111550,Darvari,696088,1727272
1885,111587,Dumbrava,699090,1696727
1886,111685,Floresti,826364,1720294
1887,111783,Garla Mare,697183,1729965
1888,111818,Godeanu,700185,1699420
1889,111863,Gogosu,827459,1722987
1890,111916,Greci,698278,1732658
1891,111989,Grozesti,701280,1702113
1892,112030,Gruia,828554,1725680
1893,112076,Hinova,699373,1735351
1894,112129,Husnicioara,702375,1704806
1895,112245,Eselnita,829649,1728373
1896,112263,Ilovat,700468,1738044
1897,112334,Ilovita,703470,1707499
1898,112370,Isverna,830744,1731066
1899,112469,Izvoru Barzii,701563,1740737
1900,112548,Jiana,704565,1710192
1901,112600,Livezile,831839,1733759
1902,112664,Malovat,702658,1743430
1903,112744,Obarsia De Camp,705660,1712885
1904,112771,Oprisor,832934,1736452
1905,112806,Padina,703753,1746123
1906,112879,Patulele,706755,1715578
1907,112904,Dubova,834029,1739145
1908,112959,Podeni,704848,1748816
1909,112995,Ponoarele,707850,1718271
1910,113153,Poroina Mare,835124,1741838
1911,113206,Pristol,705943,1751509
1912,113233,Prunisor,708945,1720964
1913,113395,Punghina,836219,1744531
1914,113466,Rogova,707038,1754202
1915,113493,Salcia,710040,1723657
1916,113518,Stangaceaua,837314,1747224
1917,113607,Svinita,708133,1756895
1918,113625,Sisesti,711135,1726350
1919,113698,Sovarna,838409,1749917
1920,113732,Tamna,709228,1759588
1921,113849,Vanatori,712230,1729043
1922,113894,Vanjulet,839504,1752610
1923,113929,Vladaia,710323,1762281
1924,113974,Voloiac,713325,1731736
1925,114060,Branistea,840599,1755303
1926,114079,Vrata,711418,1764974
1927,114319,Municipiul Targu Mures,714420,1734429
1928,114355,Cristesti,841694,1757996
1929,114382,Sancraiu De Mures,712513,1767667
1930,114417,Sangeorgiu De Mures,715515,1737122
1931,114453,Santana De Mures,842789,1760689
1932,114514,Municipiul Sighisoara,713608,1770360
1933,114603,Albesti,716610,1739815
1934,114710,Oras Ludus,843884,1763382
1935,114809,Municipiul Reghin,714703,1773053
1936,114854,Oras Sovata,717705,1742508
1937,114925,Municipiul Tarnaveni,844979,1766075
1938,114970,Acatari,715798,1775746
1939,115076,Adamus,718800,1745201
1940,115147,Alunis,846074,1768768
1941,115183,Apold,716893,1778439
1942,115236,Atintis,719895,1747894
1943,115307,Bahnea,847169,1771461
1944,115389,Band,717988,1781132
1945,115520,Batos,720990,1750587
1946,115575,Bagaciu,848264,1774154
1947,115600,Bala,719083,1783825
1948,115637,Balauseri,722085,1753280
1949,115708,Beica De Jos,849359,1776847
1950,115771,Bichis,720178,1786518
1951,115824,Bogata,723180,1755973
1952,115851,Breaza,850454,1779540
1953,115897,Brancovenesti,721273,1789211
1954,115959,Ceuasu De Campie,724275,1758666
1955,116046,Chetani,851549,1782233
1956,116126,Chiheru De Jos,722368,1791904
1957,116171,Coroisanmartin,725370,1761359
1958,116224,Cozma,852644,1784926
1959,116288,Craciunesti,723463,1794597
1960,116340,Craiesti,726465,1764052
1961,116395,Cucerdea,853739,1787619
1962,116439,Cuci,724558,1797290
1963,116493,Danes,727560,1766745
1964,116545,Deda,854834,1790312
1965,116590,Eremitu,725653,1799983
1966,116652,Ernei,728655,1769438
1967,116723,Faragau,855929,1793005
1968,116796,Fantanele,726748,1802676
1969,116867,Galesti,729750,1772131
1970,116938,Ganesti,857024,1795698
1971,116983,Gheorghe Doja,727843,1805369
1972,117042,Ghindari,730845,1774824
1973,117113,Glodeni,858119,1798391
1974,117177,Gornesti,728938,1808062
1975,117275,Grebenisu De Campie,731940,1777517
1976,117319,Gurghiu,859214,1801084
1977,117426,Hodac,730033,1810755
1978,117505,Hodosa,733035,1780210
1979,117550,Ibanesti,860309,1803777
1980,117667,Iclanzel,731128,1813448
1981,117783,Ideciu De Jos,734130,1782903
1982,117827,Oras Iernut,861404,1806470
1983,117925,Livezeni,732223,1816141
1984,117998,Lunca,735225,1785596
1985,118058,Lunca Bradului,862499,1809163
1986,118094,Magherani,733318,1818834
1987,118209,Mica,736320,1788289
1988,118281,Oras Miercurea Nirajului,863594,1811856
1989,118370,Mihesu De Campie,734413,1821527
1990,118469,Nades,737415,1790982
1991,118511,Neaua,864689,1814549
1992,118575,Ogra,735508,1824220
1993,118637,Papiu Ilarian,738510,1793675
1994,118691,Panet,865784,1817242
1995,118753,Pasareni,736603,1826913
1996,118799,Petelea,739605,1796368
1997,118824,Pogaceaua,866879,1819935
1998,118931,Rastolita,737698,1829606
1999,118995,Raciu,740700,1799061
2000,119153,Rusii-Munti,867974,1822628
2001,119206,Saschiz,738793,1832299
2002,119242,Oras Sarmasu,741795,1801754
2003,119331,Oras Sangeorgiu De Padure,869069,1825321
2004,119386,Sanger,739888,1834992
2005,119466,Sanpaul,742890,1804447
2006,119527,Sanpetru De Campie,870164,1828014
2007,119590,Solovastru,740983,1837685
2008,119625,Stanceni,743985,1807140
2009,119661,Suplac,871259,1830707
2010,119723,Suseni,742078,1840378
2011,119750,Saulia,745080,1809833
2012,119803,Sincai,872354,1833400
2013,119858,Taureni,743173,1843071
2014,119894,Oras Ungheni,746175,1812526
2015,119974,Valea Larga,873449,1836093
2016,120076,Vargata,744268,1845764
2017,120138,Vatava,747270,1815219
2018,120174,Vetca,874544,1838786
2019,120218,Viisoara,745363,1848457
2020,120254,Vanatori,748365,1817912
2021,120316,Voivodeni,875639,1841479
2022,120343,Zagar,746458,1851150
2023,120370,Zau De Campie,749460,1820605
2024,120478,Chibed,876734,1844172
2025,120487,Corunca,747553,1853843
2026,120496,Sarateni,750555,1823298
2027,120502,Madaras,877829,1846865
2028,120511,Bereni,748648,1856536
2029,120726,Municipiul Piatra-Neamt,751650,1825991
2030,120771,Dumbrava Rosie,878924,1849558
2031,120824,Savinesti,749743,1859229
2032,120860,Municipiul Roman,752745,1828684
2033,120888,Cordun,880019,1852251
2034,120922,Horia,750838,1861922
2035,120968,Oras Bicaz,753840,1831377
2036,121055,Oras Targu Neamt,881114,1854944
2037,121108,Agapia,751933,1864615
2038,121153,Bahna,754935,1834070
2039,121242,Baltatesti,882209,1857637
2040,121297,Bicaz-Chei,753028,1867308
2041,121340,Bicazu Ardelean,756030,1836763
2042,121386,Bira,883304,1860330
2043,121466,Bargauani,754123,1870001
2044,121607,Bodesti,757125,1839456
2045,121652,Borca,884399,1863023
2046,121732,Borlesti,755218,1872694
2047,121796,Botesti,758220,1842149
2048,121876,Bozieni,885494,1865716
2049,121938,Brusturi,756313,1875387
2050,122025,Ceahlau,759315,1844842
2051,122061,Candesti,886589,1868409
2052,122132,Costisa,757408,1878080
2053,122187,Cracaoani,760410,1847535
2054,122249,Damuc,887684,1871102
2055,122285,Dobreni,758503,1880773
2056,122347,Doljesti,761505,1850228
2057,122392,Dragomiresti,888779,1873795
2058,122463,Dulcesti,759598,1883466
2059,122551,Farcasa,762600,1852921
2060,122613,Faurei,889874,1876488
2061,122668,Gheraesti,760693,1886159
2062,122702,Girov,763695,1855614
2063,122828,Garcina,890969,1879181
2064,122864,Grinties,761788,1888852
2065,122908,Grumazesti,764790,1858307
2066,122953,Hangu,892064,1881874
2067,123013,Icusesti,762883,1891545
2068,123102,Ion Creanga,765885,1861000
2069,123175,Margineni,893159,1884567
2070,123228,Moldoveni,763978,1894238
2071,123255,Oniceni,766980,1863693
2072,123371,Pastraveni,894254,1887260
2073,123424,Petricani,765073,1896931
2074,123479,Piatra Soimului,768075,1866386
2075,123521,Pipirig,895349,1889953
2076,123601,Pangarati,766168,1899624
2077,123674,Podoleni,769170,1869079
2078,123709,Poienari,896444,1892646
2079,123790,Poiana Teiului,767263,1902317
2080,123914,Raucesti,770265,1871772
2081,123969,Razboieni,897539,1895339
2082,124028,Rediu,768358,1905010
2083,124073,Romani,771360,1874465
2084,124117,Oras Roznov,898634,1898032
2085,124153,Sagna,769453,1907703
2086,124206,Sabaoani,772455,1877158
2087,124233,Secuieni,899729,1900725
2088,124331,Stanita,770548,1910396
2089,124411,Stefan Cel Mare,773550,1879851
2090,124493,Tarcau,900824,1903418
2091,124563,Tasca,771643,1913089
2092,124616,Tazlau,774645,1882544
2093,124634,Tamaseni,901919,1906111
2094,124661,Timisesti,772738,1915782
2095,124723,Trifesti,775740,1885237
2096,124750,Tupilati,903014,1908804
2097,124803,Tibucani,773833,1918475
2098,124849,Urecheni,776835,1887930
2099,124885,Valea Ursului,904109,1911497
2100,124938,Alexandru Cel Bun,774928,1921168
2101,125016,Vanatori-Neamt,777930,1890623
2102,125061,Zanesti,905204,1914190
2103,125098,Dochia,776023,1923861
2104,125105,Ruginoasa,779025,1893316
2105,125114,Ghindaoani,906299,1916883
2106,125123,Valeni,777118,1926554
2107,125132,Draganesti,780120,1896009
2108,125141,Pancesti,907394,1919576
2109,125150,Gadinti,778213,1929247
2110,125169,Negresti,781215,1898702
2111,125178,Boghicea,908489,1922269
2112,125347,Municipiul Slatina,779308,1931940
2113,125374,Slatioara,782310,1901395
2114,125418,Oras Bals,909584,1924962
2115,125472,Municipiul Caracal,780403,1934633
2116,125490,Draghiceni,783405,1904088
2117,125542,Oras Corabia,910679,1927655
2118,125588,Garcov,781498,1937326
2119,125622,Oras Draganesti-Olt,784500,1906781
2120,125659,Babiciu,911774,1930348
2121,125677,Baldovinesti,782593,1940019
2122,125757,Barasti,785595,1909474
2123,125846,Barza,912869,1933041
2124,125873,Bobicesti,783688,1942712
2125,125962,Brastavatu,786690,1912167
2126,125999,Brebeni,913964,1935734
2127,126022,Brancoveni,784783,1945405
2128,126077,Bucinisu,787785,1914860
2129,126102,Cezieni,915059,1938427
2130,126148,Cilieni,785878,1948098
2131,126166,Carlogani,788880,1917553
2132,126228,Colonesti,916154,1941120
2133,126326,Corbu,786973,1950791
2134,126380,Coteana,789975,1920246
2135,126406,Crampoia,917249,1943813
2136,126433,Curtisoara,788068,1953484
2137,126503,Cungrea,791070,1922939
2138,126585,Daneasa,918344,1946506
2139,126647,Deveselu,789163,1956177
2140,126674,Dobretu,792165,1925632
2141,126718,Dobrosloveni,919439,1949199
2142,126772,Dobroteasa,790258,1958870
2143,126825,Dobrun,793260,1928325
2144,126905,Fagetelu,920534,1951892
2145,126978,Falcoiu,791353,1961563
2146,127019,Farcasele,794355,1931018
2147,127064,Ganeasa,921629,1954585
2148,127126,Giuvarasti,792448,1964256
2149,127144,Gostavatu,795450,1933711
2150,127171,Gradinari,922724,1957278
2151,127224,Grojdibodu,793543,1966949
2152,127251,Ianca,796545,1936404
2153,127288,Iancu Jianu,923819,1959971
2154,127322,Icoana,794638,1969642
2155,127368,Izbiceni,797640,1939097
2156,127386,Izvoarele,924914,1962664
2157,127411,Leleasca,795733,1972335
2158,127493,Maruntei,798735,1941790
2159,127536,Mihaesti,926009,1965357
2160,127563,Milcov,796828,1975028
2161,127625,Morunglav,799830,1944483
2162,127689,Movileni,927104,1968050
2163,127714,Nicolae Titulescu,797923,1977721
2164,127750,Obarsia,800925,1947176
2165,127812,Oboga,928199,1970743
2166,127858,Oporelu,799018,1980414
2167,127901,Optasi-Magura,802020,1949869
2168,127938,Orlea,929294,1973436
2169,127983,Osica De Sus,800113,1983107
2170,128052,Perieti,803115,1952562
2171,128105,Oras Piatra-Olt,930389,1976129
2172,128178,Parscoveni,801208,1985800
2173,128221,Plesoiu,804210,1955255
2174,128301,Poboru,931484,1978822
2175,128374,Oras Potcoava,802303,1988493
2176,128436,Priseaca,805305,1957948
2177,128472,Radomiresti,932579,1981515
2178,128524,Redea,803398,1991186
2179,128560,Rotunda,806400,1960641
2180,128588,Rusanesti,933674,1984208
2181,128613,Scarisoara,804493,1993879
2182,128659,Schitu,807495,1963334
2183,128711,Oras Scornicesti,934769,1986901
2184,128864,Seaca,805588,1996572
2185,128882,Samburesti,808590,1966027
2186,128962,Spineni,935864,1989594
2187,129040,Sprancenata,806683,1999265
2188,129095,Stoenesti,809685,1968720
2189,129111,Stoicanesti,936959,1992287
2190,129139,Strejesti,807778,2001958
2191,129184,Studina,810780,1971413
2192,129246,Serbanesti,938054,1994980
2193,129282,Stefan Cel Mare,808873,2004651
2194,129317,Tatulesti,811875,1974106
2195,129380,Teslui,939149,1997673
2196,129460,Tia Mare,809968,2007344
2197,129503,Topana,812970,1976799
2198,129567,Traian,940244,2000366
2199,129585,Tufeni,811063,2010037
2200,129629,Urzica,814065,1979492
2201,129656,Valea Mare,941339,2003059
2202,129718,Vadastra,812158,2012730
2203,129745,Vadastrita,815160,1982185
2204,129763,Valeni,942434,2005752
2205,129816,Verguleasa,813253,2015423
2206,129898,Visina,816255,1984878
2207,129914,Vitomiresti,943529,2008445
2208,129987,Valcele,814348,2018116
2209,130026,Vladila,817350,1987571
2210,130062,Voineasa,944624,2011138
2211,130124,Vulpeni,815443,2020809
2212,130231,Vulturesti,818445,1990264
2213,130286,Balteni,945719,2013831
2214,130295,Calui,816538,2023502
2215,130302,Gavanesti,819540,1992957
2216,130311,Ghimpeteni,946814,2016524
2217,130320,Gradinile,817633,2026195
2218,130339,Gura Padinii,820635,1995650
2219,130348,Ipotesti,947909,2019217
2220,130357,Osica De Jos,818728,2028888
2221,130366,Sarbii - Magura,821730,1998343
2222,130375,Visina Noua,949004,2021910
2223,130384,Soparlita,819823,2031581
2224,130534,Municipiul Ploiesti,822825,2001036
2225,130552,Barcanesti,950099,2024603
2226,130614,Berceni,820918,2034274
2227,130678,Blejoi,823920,2003729
2228,130712,Brazi,951194,2027296
2229,130785,Bucov,822013,2036967
2230,130847,Paulesti,825015,2006422
2231,130892,Targsoru Vechi,952289,2029989
2232,130954,Oras Azuga,823108,2039660
2233,130981,Oras Baicoi,826110,2009115
2234,131069,Oras Boldesti-Scaeni,953384,2032682
2235,131103,Oras Breaza,824203,2042353
2236,131210,Oras Busteni,827205,2011808
2237,131256,Municipiul Campina,954479,2035375
