,Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,0
1686,101341,Brezoaele,1716000,539.7,539.7,1799.0,1799.0,7196,359.8,539.7,1799.0,Femei_35-44
1687,101378,Bucsani,1717000,543.3,543.3,1811.0,1811.0,7244,362.2,543.3,1811.0,Femei_35-44
1688,101458,Oras Budesti,1718000,1160.7,1160.7,3869.0,3869.0,15476,773.8,1160.7,3869.0,Femei_35-44
1689,101519,Bulbucata,1719000,205.05,205.05,683.5,683.5,2734,136.7,205.05,683.5,Femei_35-44
1690,101564,Butimanu,1720000,343.5,343.5,1145.0,1145.0,4580,229.0,343.5,1145.0,Femei_35-44
1691,101617,Buturugeni,1721000,601.2,601.2,2004.0,2004.0,8016,400.8,601.2,2004.0,Femei_35-44
1692,101662,Calugareni,1722000,838.05,838.05,2793.5,2793.5,11174,558.7,838.05,2793.5,Femei_35-44
1693,101724,Cascioarele,1723000,273.75,273.75,912.5,912.5,3650,182.5,273.75,912.5,Femei_35-44
1694,101742,Cernica,1724000,1550.85,1550.85,5169.5,5169.5,20678,1033.9,1550.85,5169.5,Femei_35-44
1695,101804,Chirnogi,1725000,1109.25,1109.25,3697.5,3697.5,14790,739.5,1109.25,3697.5,Femei_35-44
1696,101822,Chiselet,1726000,498.75,498.75,1662.5,1662.5,6650,332.5,498.75,1662.5,Femei_35-44
1697,101840,Ciocanesti,1727000,788.1,788.1,2627.0,2627.0,10508,525.4,788.1,2627.0,Femei_35-44
1698,101902,Ciolpani,1728000,768.45,768.45,2561.5,2561.5,10246,512.3,768.45,2561.5,Femei_35-44
1699,101957,Ciorogarla,1729000,872.85,872.85,2909.5,2909.5,11638,581.9,872.85,2909.5,Femei_35-44
1700,101984,Clejani,1730000,535.95,535.95,1786.5,1786.5,7146,357.3,535.95,1786.5,Femei_35-44
1701,102035,Clinceni,1731000,961.65,961.65,3205.5,3205.5,12822,641.1,961.65,3205.5,Femei_35-44
1702,102071,Colibasi,1732000,489.6,489.6,1632.0,1632.0,6528,326.4,489.6,1632.0,Femei_35-44
1703,102106,Comana,1733000,1017.75,1017.75,3392.5,3392.5,13570,678.5,1017.75,3392.5,Femei_35-44
1704,102160,Corbeanca,1734000,996.3,996.3,3321.0,3321.0,13284,664.2,996.3,3321.0,Femei_35-44
1705,102213,Cornetu,1735000,873.9,873.9,2913.0,2913.0,11652,582.6,873.9,2913.0,Femei_35-44
1706,102240,Cosereni,1736000,684.15,684.15,2280.5,2280.5,9122,456.1,684.15,2280.5,Femei_35-44
1707,102286,Crevedia,1737000,873.45,873.45,2911.5,2911.5,11646,582.3,873.45,2911.5,Femei_35-44
1708,102348,Crevedia Mare,1738000,731.1,731.1,2437.0,2437.0,9748,487.4,731.1,2437.0,Femei_35-44
1709,102419,Curcani,1739000,820.2,820.2,2734.0,2734.0,10936,546.8,820.2,2734.0,Femei_35-44
1710,102446,Daia,1740000,388.05,388.05,1293.5,1293.5,5174,258.7,388.05,1293.5,Femei_35-44
1711,102473,Dascalu,1741000,432.15,432.15,1440.5,1440.5,5762,288.1,432.15,1440.5,Femei_35-44
1712,102525,Darasti-Ilfov,1742000,398.85,398.85,1329.5,1329.5,5318,265.9,398.85,1329.5,Femei_35-44
1713,102543,1 Decembrie,1743000,1202.4,1202.4,4008.0,4008.0,16032,801.6,1202.4,4008.0,Femei_35-44
1714,102570,Domnesti,1744000,1272.6,1272.6,4242.0,4242.0,16968,848.4,1272.6,4242.0,Femei_35-44
1715,102605,Dragomiresti-Vale,1745000,733.35,733.35,2444.5,2444.5,9778,488.9,733.35,2444.5,Femei_35-44
1716,102641,Dragoesti,1746000,140.7,140.7,469.0,469.0,1876,93.8,140.7,469.0,Femei_35-44
1717,102703,Dridu,1747000,498.75,498.75,1662.5,1662.5,6650,332.5,498.75,1662.5,Femei_35-44
1718,102749,Oras Fierbinti-Targ,1748000,696.45,696.45,2321.5,2321.5,9286,464.3,696.45,2321.5,Femei_35-44
1719,102794,Floresti-Stoenesti,1749000,1290.15,1290.15,4300.5,4300.5,17202,860.1,1290.15,4300.5,Femei_35-44
1720,102838,Frasinet,1750000,256.95,256.95,856.5,856.5,3426,171.3,256.95,856.5,Femei_35-44
1721,102909,Fratesti,1751000,790.2,790.2,2634.0,2634.0,10536,526.8,790.2,2634.0,Femei_35-44
1722,102945,Frumusani,1752000,745.5,745.5,2485.0,2485.0,9940,497.0,745.5,2485.0,Femei_35-44
1723,103014,Fundeni,1753000,730.05,730.05,2433.5,2433.5,9734,486.7,730.05,2433.5,Femei_35-44
1724,103032,Oras Fundulea,1754000,1014.75,1014.75,3382.5,3382.5,13530,676.5,1014.75,3382.5,Femei_35-44
1725,103087,Gaiseni,1755000,826.35,826.35,2754.5,2754.5,11018,550.9,826.35,2754.5,Femei_35-44
1726,103130,Ganeasa,1756000,770.4,770.4,2568.0,2568.0,10272,513.6,770.4,2568.0,Femei_35-44
1727,103194,Gaujani,1757000,352.95,352.95,1176.5,1176.5,4706,235.3,352.95,1176.5,Femei_35-44
1728,103238,Ghimpati,1758000,856.8,856.8,2856.0,2856.0,11424,571.2,856.8,2856.0,Femei_35-44
1729,103283,Garbovi,1759000,580.2,580.2,1934.0,1934.0,7736,386.8,580.2,1934.0,Femei_35-44
1730,103309,Gogosari,1760000,268.35,268.35,894.5,894.5,3578,178.9,268.35,894.5,Femei_35-44
1731,103354,Gostinu,1761000,286.95,286.95,956.5,956.5,3826,191.3,286.95,956.5,Femei_35-44
1732,103372,Gostinari,1762000,349.35,349.35,1164.5,1164.5,4658,232.9,349.35,1164.5,Femei_35-44
1733,103407,Gradinari,1763000,491.25,491.25,1637.5,1637.5,6550,327.5,491.25,1637.5,Femei_35-44
1734,103443,Gradistea,1764000,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5,Femei_35-44
1735,103470,Greaca,1765000,346.2,346.2,1154.0,1154.0,4616,230.8,346.2,1154.0,Femei_35-44
1736,103513,Gruiu,1766000,1030.8,1030.8,3436.0,3436.0,13744,687.2,1030.8,3436.0,Femei_35-44
1737,103568,Gurbanesti,1767000,178.5,178.5,595.0,595.0,2380,119.0,178.5,595.0,Femei_35-44
1738,103639,Hotarele,1768000,530.25,530.25,1767.5,1767.5,7070,353.5,530.25,1767.5,Femei_35-44
1739,103693,Iepuresti,1769000,289.5,289.5,965.0,965.0,3860,193.0,289.5,965.0,Femei_35-44
1740,103764,Ileana,1770000,484.95,484.95,1616.5,1616.5,6466,323.3,484.95,1616.5,Femei_35-44
1741,103862,Ion Roata,1771000,562.5,562.5,1875.0,1875.0,7500,375.0,562.5,1875.0,Femei_35-44
1742,103899,Izvoarele,1772000,525.3,525.3,1751.0,1751.0,7004,350.2,525.3,1751.0,Femei_35-44
1743,103960,Jilavele,1773000,519.0,519.0,1730.0,1730.0,6920,346.0,519.0,1730.0,Femei_35-44
1744,103997,Joita,1774000,525.6,525.6,1752.0,1752.0,7008,350.4,525.6,1752.0,Femei_35-44
1745,104047,Letca Noua,1775000,511.05,511.05,1703.5,1703.5,6814,340.7,511.05,1703.5,Femei_35-44
1746,104083,Luica,1776000,319.95,319.95,1066.5,1066.5,4266,213.3,319.95,1066.5,Femei_35-44
1747,104118,Mihai Bravu,1777000,367.65,367.65,1225.5,1225.5,4902,245.1,367.65,1225.5,Femei_35-44
1748,104136,Oras Mihailesti,1778000,1140.75,1140.75,3802.5,3802.5,15210,760.5,1140.75,3802.5,Femei_35-44
1749,104181,Manastirea,1779000,832.5,832.5,2775.0,2775.0,11100,555.0,832.5,2775.0,Femei_35-44
1750,104225,Marsa,1780000,414.3,414.3,1381.0,1381.0,5524,276.2,414.3,1381.0,Femei_35-44
1751,104243,Moara Vlasiei,1781000,927.6,927.6,3092.0,3092.0,12368,618.4,927.6,3092.0,Femei_35-44
1752,104270,Movilita,1782000,383.4,383.4,1278.0,1278.0,5112,255.6,383.4,1278.0,Femei_35-44
1753,104323,Nana,1783000,360.75,360.75,1202.5,1202.5,4810,240.5,360.75,1202.5,Femei_35-44
1754,104341,Nicolae Balcescu,1784000,244.05,244.05,813.5,813.5,3254,162.7,244.05,813.5,Femei_35-44
1755,104387,Niculesti,1785000,648.6,648.6,2162.0,2162.0,8648,432.4,648.6,2162.0,Femei_35-44
1756,104421,Nuci,1786000,423.0,423.0,1410.0,1410.0,5640,282.0,423.0,1410.0,Femei_35-44
1757,104485,Ogrezeni,1787000,707.25,707.25,2357.5,2357.5,9430,471.5,707.25,2357.5,Femei_35-44
1758,104519,Oinacu,1788000,494.7,494.7,1649.0,1649.0,6596,329.8,494.7,1649.0,Femei_35-44
1759,104546,Peris,1789000,1087.05,1087.05,3623.5,3623.5,14494,724.7,1087.05,3623.5,Femei_35-44
1760,104582,Petrachioaia,1790000,496.2,496.2,1654.0,1654.0,6616,330.8,496.2,1654.0,Femei_35-44
1761,104635,Plataresti,1791000,529.5,529.5,1765.0,1765.0,7060,353.0,529.5,1765.0,Femei_35-44
1762,104680,Prundu,1792000,640.35,640.35,2134.5,2134.5,8538,426.9,640.35,2134.5,Femei_35-44
1763,104715,Putineiu,1793000,352.5,352.5,1175.0,1175.0,4700,235.0,352.5,1175.0,Femei_35-44
1764,104751,Radovanu,1794000,611.25,611.25,2037.5,2037.5,8150,407.5,611.25,2037.5,Femei_35-44
1765,104788,Rasuceni,1795000,348.45,348.45,1161.5,1161.5,4646,232.3,348.45,1161.5,Femei_35-44
1766,104831,Roata De Jos,1796000,1208.55,1208.55,4028.5,4028.5,16114,805.7,1208.55,4028.5,Femei_35-44
1767,104886,Sarulesti,1797000,444.15,444.15,1480.5,1480.5,5922,296.1,444.15,1480.5,Femei_35-44
1768,104975,Schitu,1798000,256.2,256.2,854.0,854.0,3416,170.8,256.2,854.0,Femei_35-44
1769,105026,Sinesti,1799000,407.85,407.85,1359.5,1359.5,5438,271.9,407.85,1359.5,Femei_35-44
1770,105106,Singureni,1800000,454.8,454.8,1516.0,1516.0,6064,303.2,454.8,1516.0,Femei_35-44
1771,105142,Slobozia Moara,1801000,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5,Femei_35-44
1772,105160,Snagov,1802000,1119.3,1119.3,3731.0,3731.0,14924,746.2,1119.3,3731.0,Femei_35-44
1773,105222,Sohatu,1803000,404.85,404.85,1349.5,1349.5,5398,269.9,404.85,1349.5,Femei_35-44
1774,105259,Spantov,1804000,713.7,713.7,2379.0,2379.0,9516,475.8,713.7,2379.0,Femei_35-44
1775,105295,Stanesti,1805000,395.7,395.7,1319.0,1319.0,5276,263.8,395.7,1319.0,Femei_35-44
1776,105348,Stoenesti,1806000,298.95,298.95,996.5,996.5,3986,199.3,298.95,996.5,Femei_35-44
1777,105384,Soldanu,1807000,512.85,512.85,1709.5,1709.5,6838,341.9,512.85,1709.5,Femei_35-44
1778,105419,Stefanestii De Jos,1808000,1015.8,1015.8,3386.0,3386.0,13544,677.2,1015.8,3386.0,Femei_35-44
1779,105455,Tamadau Mare,1809000,375.3,375.3,1251.0,1251.0,5004,250.2,375.3,1251.0,Femei_35-44
1780,105534,Tartasesti,1810000,767.7,767.7,2559.0,2559.0,10236,511.8,767.7,2559.0,Femei_35-44
1781,105570,Tunari,1811000,825.0,825.0,2750.0,2750.0,11000,550.0,825.0,2750.0,Femei_35-44
1782,105605,Ulmeni,1812000,759.75,759.75,2532.5,2532.5,10130,506.5,759.75,2532.5,Femei_35-44
1783,105623,Ulmi,1813000,1116.3,1116.3,3721.0,3721.0,14884,744.2,1116.3,3721.0,Femei_35-44
1784,105712,Valea Argovei,1814000,370.8,370.8,1236.0,1236.0,4944,247.2,370.8,1236.0,Femei_35-44
1785,105776,Valea Dragului,1815000,430.35,430.35,1434.5,1434.5,5738,286.9,430.35,1434.5,Femei_35-44
1786,105794,Valea Macrisului,1816000,268.65,268.65,895.5,895.5,3582,179.1,268.65,895.5,Femei_35-44
1787,105829,Vasilati,1817000,660.6,660.6,2202.0,2202.0,8808,440.4,660.6,2202.0,Femei_35-44
1788,105874,Varasti,1818000,888.15,888.15,2960.5,2960.5,11842,592.1,888.15,2960.5,Femei_35-44
1789,105909,Vedea,1819000,409.05,409.05,1363.5,1363.5,5454,272.7,409.05,1363.5,Femei_35-44
1790,105936,Vidra,1820000,1260.15,1260.15,4200.5,4200.5,16802,840.1,1260.15,4200.5,Femei_35-44
1791,105972,Vanatorii Mici,1821000,701.55,701.55,2338.5,2338.5,9354,467.7,701.55,2338.5,Femei_35-44
1792,106318,Municipiul Baia Mare,1822000,22184.55,22184.55,73948.5,73948.5,295794,14789.7,22184.55,73948.5,Femei_35-44
1793,106363,Grosi,1823000,420.0,420.0,1400.0,1400.0,5600,280.0,420.0,1400.0,Femei_35-44
1794,106407,Recea,1824000,923.1,923.1,3077.0,3077.0,12308,615.4,923.1,3077.0,Femei_35-44
1795,106461,Oras Tautii-Magheraus,1825000,1207.65,1207.65,4025.5,4025.5,16102,805.1,1207.65,4025.5,Femei_35-44
1796,106559,Municipiul Sighetu Marmatiei,1826000,6621.75,6621.75,22072.5,22072.5,88290,4414.5,6621.75,22072.5,Femei_35-44
1797,106620,Sarasau,1827000,413.1,413.1,1377.0,1377.0,5508,275.4,413.1,1377.0,Femei_35-44
1798,106648,Vadu Izei,1828000,431.85,431.85,1439.5,1439.5,5758,287.9,431.85,1439.5,Femei_35-44
1799,106684,Oras Baia Sprie,1829000,2563.65,2563.65,8545.5,8545.5,34182,1709.1,2563.65,8545.5,Femei_35-44
1800,106746,Oras Borsa,1830000,4482.15,4482.15,14940.5,14940.5,59762,2988.1,4482.15,14940.5,Femei_35-44
1801,106782,Oras Cavnic,1831000,788.25,788.25,2627.5,2627.5,10510,525.5,788.25,2627.5,Femei_35-44
1802,106817,Oras Targu Lapus,1832000,1982.85,1982.85,6609.5,6609.5,26438,1321.9,1982.85,6609.5,Femei_35-44
1803,106979,Oras Viseu De Sus,1833000,2725.65,2725.65,9085.5,9085.5,36342,1817.1,2725.65,9085.5,Femei_35-44
1804,107001,Ardusat,1834000,414.6,414.6,1382.0,1382.0,5528,276.4,414.6,1382.0,Femei_35-44
1805,107047,Arinis,1835000,155.25,155.25,517.5,517.5,2070,103.5,155.25,517.5,Femei_35-44
1806,107083,Asuaju De Sus,1836000,198.6,198.6,662.0,662.0,2648,132.4,198.6,662.0,Femei_35-44
1807,107118,Baita De Sub Codru,1837000,281.25,281.25,937.5,937.5,3750,187.5,281.25,937.5,Femei_35-44
1808,107154,Baiut,1838000,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5,Femei_35-44
1809,107190,Basesti,1839000,211.35,211.35,704.5,704.5,2818,140.9,211.35,704.5,Femei_35-44
1810,107234,Bicaz,1840000,157.8,157.8,526.0,526.0,2104,105.2,157.8,526.0,Femei_35-44
1811,107270,Bistra,1841000,653.55,653.55,2178.5,2178.5,8714,435.7,653.55,2178.5,Femei_35-44
1812,107314,Barsana,1842000,708.3,708.3,2361.0,2361.0,9444,472.2,708.3,2361.0,Femei_35-44
1813,107350,Bocicoiu Mare,1843000,676.2,676.2,2254.0,2254.0,9016,450.8,676.2,2254.0,Femei_35-44
1814,107403,Bogdan Voda,1844000,457.8,457.8,1526.0,1526.0,6104,305.2,457.8,1526.0,Femei_35-44
1815,107430,Boiu Mare,1845000,168.9,168.9,563.0,563.0,2252,112.6,168.9,563.0,Femei_35-44
1816,107485,Botiza,1846000,388.5,388.5,1295.0,1295.0,5180,259.0,388.5,1295.0,Femei_35-44
1817,107519,Budesti,1847000,462.75,462.75,1542.5,1542.5,6170,308.5,462.75,1542.5,Femei_35-44
1818,107546,Calinesti,1848000,474.0,474.0,1580.0,1580.0,6320,316.0,474.0,1580.0,Femei_35-44
1819,107582,Cernesti,1849000,550.65,550.65,1835.5,1835.5,7342,367.1,550.65,1835.5,Femei_35-44
1820,107662,Cicarlau,1850000,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0,Femei_35-44
1821,107715,Campulung La Tisa,1851000,376.5,376.5,1255.0,1255.0,5020,251.0,376.5,1255.0,Femei_35-44
1822,107733,Copalnic-Manastur,1852000,849.45,849.45,2831.5,2831.5,11326,566.3,849.45,2831.5,Femei_35-44
1823,107868,Coroieni,1853000,359.7,359.7,1199.0,1199.0,4796,239.8,359.7,1199.0,Femei_35-44
1824,107920,Cupseni,1854000,523.35,523.35,1744.5,1744.5,6978,348.9,523.35,1744.5,Femei_35-44
1825,107975,Desesti,1855000,355.65,355.65,1185.5,1185.5,4742,237.1,355.65,1185.5,Femei_35-44
1826,108017,Oras Dragomiresti,1856000,489.3,489.3,1631.0,1631.0,6524,326.2,489.3,1631.0,Femei_35-44
1827,108035,Dumbravita,1857000,649.65,649.65,2165.5,2165.5,8662,433.1,649.65,2165.5,Femei_35-44
1828,108106,Farcasa,1858000,588.0,588.0,1960.0,1960.0,7840,392.0,588.0,1960.0,Femei_35-44
1829,108151,Giulesti,1859000,481.8,481.8,1606.0,1606.0,6424,321.2,481.8,1606.0,Femei_35-44
1830,108204,Ieud,1860000,659.4,659.4,2198.0,2198.0,8792,439.6,659.4,2198.0,Femei_35-44
1831,108222,Lapus,1861000,555.6,555.6,1852.0,1852.0,7408,370.4,555.6,1852.0,Femei_35-44
1832,108240,Leordina,1862000,365.25,365.25,1217.5,1217.5,4870,243.5,365.25,1217.5,Femei_35-44
1833,108268,Miresu Mare,1863000,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5,Femei_35-44
1834,108348,Moisei,1864000,1394.25,1394.25,4647.5,4647.5,18590,929.5,1394.25,4647.5,Femei_35-44
1835,108366,Oarta De Jos,1865000,177.45,177.45,591.5,591.5,2366,118.3,177.45,591.5,Femei_35-44
1836,108400,Ocna Sugatag,1866000,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0,Femei_35-44
1837,108455,Petrova,1867000,374.25,374.25,1247.5,1247.5,4990,249.5,374.25,1247.5,Femei_35-44
1838,108473,Poienile De Sub Munte,1868000,1539.15,1539.15,5130.5,5130.5,20522,1026.1,1539.15,5130.5,Femei_35-44
1839,108491,Remetea Chioarului,1869000,431.7,431.7,1439.0,1439.0,5756,287.8,431.7,1439.0,Femei_35-44
1840,108552,Remeti,1870000,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5,Femei_35-44
1841,108598,Repedea,1871000,744.3,744.3,2481.0,2481.0,9924,496.2,744.3,2481.0,Femei_35-44
1842,108614,Rona De Jos,1872000,306.6,306.6,1022.0,1022.0,4088,204.4,306.6,1022.0,Femei_35-44
1843,108632,Rona De Sus,1873000,691.5,691.5,2305.0,2305.0,9220,461.0,691.5,2305.0,Femei_35-44
1844,108669,Rozavlea,1874000,479.85,479.85,1599.5,1599.5,6398,319.9,479.85,1599.5,Femei_35-44
1845,108696,Ruscova,1875000,843.3,843.3,2811.0,2811.0,11244,562.2,843.3,2811.0,Femei_35-44
1846,108712,Satulung,1876000,889.35,889.35,2964.5,2964.5,11858,592.9,889.35,2964.5,Femei_35-44
1847,108794,Sacalaseni,1877000,343.8,343.8,1146.0,1146.0,4584,229.2,343.8,1146.0,Femei_35-44
1848,108874,Sacel,1878000,523.05,523.05,1743.5,1743.5,6974,348.7,523.05,1743.5,Femei_35-44
1849,108892,Oras Salistea De Sus,1879000,771.15,771.15,2570.5,2570.5,10282,514.1,771.15,2570.5,Femei_35-44
1850,108918,Salsig,1880000,247.2,247.2,824.0,824.0,3296,164.8,247.2,824.0,Femei_35-44
1851,108945,Sapanta,1881000,476.7,476.7,1589.0,1589.0,6356,317.8,476.7,1589.0,Femei_35-44
1852,108963,Oras Seini,1882000,1440.75,1440.75,4802.5,4802.5,19210,960.5,1440.75,4802.5,Femei_35-44
1853,109005,Stramtura,1883000,553.95,553.95,1846.5,1846.5,7386,369.3,553.95,1846.5,Femei_35-44
1854,109041,Suciu De Sus,1884000,602.25,602.25,2007.5,2007.5,8030,401.5,602.25,2007.5,Femei_35-44
1855,109096,Sisesti,1885000,818.55,818.55,2728.5,2728.5,10914,545.7,818.55,2728.5,Femei_35-44
1856,109176,Oras Somcuta Mare,1886000,1199.85,1199.85,3999.5,3999.5,15998,799.9,1199.85,3999.5,Femei_35-44
1857,109265,Oras Ulmeni,1887000,1133.7,1133.7,3779.0,3779.0,15116,755.8,1133.7,3779.0,Femei_35-44
1858,109354,Valea Chioarului,1888000,311.7,311.7,1039.0,1039.0,4156,207.8,311.7,1039.0,Femei_35-44
1859,109425,Vima Mica,1889000,220.05,220.05,733.5,733.5,2934,146.7,220.05,733.5,Femei_35-44
1860,109504,Viseu De Jos,1890000,775.95,775.95,2586.5,2586.5,10346,517.3,775.95,2586.5,Femei_35-44
1861,109773,Municipiul Drobeta-Turnu Severin,1891000,16459.5,16459.5,54865.0,54865.0,219460,10973.0,16459.5,54865.0,Femei_35-44
1862,109826,Simian,1892000,1541.7,1541.7,5139.0,5139.0,20556,1027.8,1541.7,5139.0,Femei_35-44
1863,109924,Oras Baia De Arama,1893000,839.4,839.4,2798.0,2798.0,11192,559.6,839.4,2798.0,Femei_35-44
1864,110027,Obarsia-Closani,1894000,155.4,155.4,518.0,518.0,2072,103.6,155.4,518.0,Femei_35-44
1865,110063,Municipiul Orsova,1895000,1940.85,1940.85,6469.5,6469.5,25878,1293.9,1940.85,6469.5,Femei_35-44
1866,110116,Oras Strehaia,1896000,1710.75,1710.75,5702.5,5702.5,22810,1140.5,1710.75,5702.5,Femei_35-44
1867,110232,Oras Vanju Mare,1897000,882.6,882.6,2942.0,2942.0,11768,588.4,882.6,2942.0,Femei_35-44
1868,110296,Bala,1898000,572.7,572.7,1909.0,1909.0,7636,381.8,572.7,1909.0,Femei_35-44
1869,110456,Balta,1899000,155.7,155.7,519.0,519.0,2076,103.8,155.7,519.0,Femei_35-44
1870,110535,Balacita,1900000,414.0,414.0,1380.0,1380.0,5520,276.0,414.0,1380.0,Femei_35-44
1871,110571,Bacles,1901000,283.35,283.35,944.5,944.5,3778,188.9,283.35,944.5,Femei_35-44
1872,110688,Balvanesti,1902000,136.95,136.95,456.5,456.5,1826,91.3,136.95,456.5,Femei_35-44
1873,110740,Breznita-Motru,1903000,215.4,215.4,718.0,718.0,2872,143.6,215.4,718.0,Femei_35-44
1874,110820,Breznita-Ocol,1904000,600.6,600.6,2002.0,2002.0,8008,400.4,600.6,2002.0,Femei_35-44
1875,110875,Brosteni,1905000,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5,Femei_35-44
1876,110946,Burila Mare,1906000,315.3,315.3,1051.0,1051.0,4204,210.2,315.3,1051.0,Femei_35-44
1877,111006,Butoiesti,1907000,487.05,487.05,1623.5,1623.5,6494,324.7,487.05,1623.5,Femei_35-44
1878,111097,Cazanesti,1908000,320.4,320.4,1068.0,1068.0,4272,213.6,320.4,1068.0,Femei_35-44
1879,111220,Ciresu,1909000,73.65,73.65,245.5,245.5,982,49.1,73.65,245.5,Femei_35-44
1880,111275,Corcova,1910000,912.75,912.75,3042.5,3042.5,12170,608.5,912.75,3042.5,Femei_35-44
1881,111417,Corlatel,1911000,192.45,192.45,641.5,641.5,2566,128.3,192.45,641.5,Femei_35-44
1882,111444,Cujmir,1912000,502.5,502.5,1675.0,1675.0,6700,335.0,502.5,1675.0,Femei_35-44
1883,111480,Devesel,1913000,446.85,446.85,1489.5,1489.5,5958,297.9,446.85,1489.5,Femei_35-44
1884,111550,Darvari,1914000,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5,Femei_35-44
1885,111587,Dumbrava,1915000,208.95,208.95,696.5,696.5,2786,139.3,208.95,696.5,Femei_35-44
1886,111685,Floresti,1916000,387.9,387.9,1293.0,1293.0,5172,258.6,387.9,1293.0,Femei_35-44
1887,111783,Garla Mare,1917000,544.8,544.8,1816.0,1816.0,7264,363.2,544.8,1816.0,Femei_35-44
1888,111818,Godeanu,1918000,87.3,87.3,291.0,291.0,1164,58.2,87.3,291.0,Femei_35-44
1889,111863,Gogosu,1919000,634.8,634.8,2116.0,2116.0,8464,423.2,634.8,2116.0,Femei_35-44
1890,111916,Greci,1920000,184.95,184.95,616.5,616.5,2466,123.3,184.95,616.5,Femei_35-44
1891,111989,Grozesti,1921000,306.45,306.45,1021.5,1021.5,4086,204.3,306.45,1021.5,Femei_35-44
1892,112030,Gruia,1922000,456.45,456.45,1521.5,1521.5,6086,304.3,456.45,1521.5,Femei_35-44
1893,112076,Hinova,1923000,433.05,433.05,1443.5,1443.5,5774,288.7,433.05,1443.5,Femei_35-44
1894,112129,Husnicioara,1924000,192.0,192.0,640.0,640.0,2560,128.0,192.0,640.0,Femei_35-44
1895,112245,Eselnita,1925000,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5,Femei_35-44
1896,112263,Ilovat,1926000,182.4,182.4,608.0,608.0,2432,121.6,182.4,608.0,Femei_35-44
1897,112334,Ilovita,1927000,198.0,198.0,660.0,660.0,2640,132.0,198.0,660.0,Femei_35-44
1898,112370,Isverna,1928000,321.0,321.0,1070.0,1070.0,4280,214.0,321.0,1070.0,Femei_35-44
1899,112469,Izvoru Barzii,1929000,416.25,416.25,1387.5,1387.5,5550,277.5,416.25,1387.5,Femei_35-44
1900,112548,Jiana,1930000,697.2,697.2,2324.0,2324.0,9296,464.8,697.2,2324.0,Femei_35-44
1901,112600,Livezile,1931000,219.45,219.45,731.5,731.5,2926,146.3,219.45,731.5,Femei_35-44
1902,112664,Malovat,1932000,394.35,394.35,1314.5,1314.5,5258,262.9,394.35,1314.5,Femei_35-44
1903,112744,Obarsia De Camp,1933000,266.55,266.55,888.5,888.5,3554,177.7,266.55,888.5,Femei_35-44
1904,112771,Oprisor,1934000,335.7,335.7,1119.0,1119.0,4476,223.8,335.7,1119.0,Femei_35-44
1905,112806,Padina,1935000,186.15,186.15,620.5,620.5,2482,124.1,186.15,620.5,Femei_35-44
1906,112879,Patulele,1936000,557.55,557.55,1858.5,1858.5,7434,371.7,557.55,1858.5,Femei_35-44
1907,112904,Dubova,1937000,140.1,140.1,467.0,467.0,1868,93.4,140.1,467.0,Femei_35-44
1908,112959,Podeni,1938000,126.75,126.75,422.5,422.5,1690,84.5,126.75,422.5,Femei_35-44
1909,112995,Ponoarele,1939000,367.8,367.8,1226.0,1226.0,4904,245.2,367.8,1226.0,Femei_35-44
1910,113153,Poroina Mare,1940000,146.55,146.55,488.5,488.5,1954,97.7,146.55,488.5,Femei_35-44
1911,113206,Pristol,1941000,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5,Femei_35-44
1912,113233,Prunisor,1942000,288.0,288.0,960.0,960.0,3840,192.0,288.0,960.0,Femei_35-44
1913,113395,Punghina,1943000,492.9,492.9,1643.0,1643.0,6572,328.6,492.9,1643.0,Femei_35-44
1914,113466,Rogova,1944000,207.6,207.6,692.0,692.0,2768,138.4,207.6,692.0,Femei_35-44
1915,113493,Salcia,1945000,420.15,420.15,1400.5,1400.5,5602,280.1,420.15,1400.5,Femei_35-44
1916,113518,Stangaceaua,1946000,194.55,194.55,648.5,648.5,2594,129.7,194.55,648.5,Femei_35-44
1917,113607,Svinita,1947000,144.15,144.15,480.5,480.5,1922,96.1,144.15,480.5,Femei_35-44
1918,113625,Sisesti,1948000,393.3,393.3,1311.0,1311.0,5244,262.2,393.3,1311.0,Femei_35-44
1919,113698,Sovarna,1949000,168.3,168.3,561.0,561.0,2244,112.2,168.3,561.0,Femei_35-44
1920,113732,Tamna,1950000,495.15,495.15,1650.5,1650.5,6602,330.1,495.15,1650.5,Femei_35-44
1921,113849,Vanatori,1951000,288.3,288.3,961.0,961.0,3844,192.2,288.3,961.0,Femei_35-44
