Siruta,Localitate,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
109773,Municipiul Drobeta-Turnu Severin,62864,611517,14090,1859,186742,621405,179394,63563,2241,124000,2258,122760,559562
109826,Simian,191429,609822,14493,1860,189183,621000,182352,65982,2242,142582,2259,123241,559092
109924,Oras Baia De Arama,62100,609822,14640,1861,186300,625959,184884,62125,2243,128731,2260,138094,564125
110027,Obarsia-Closani,62964,612499,14100,1862,187042,622405,179683,63663,2244,124200,2261,122958,560462
110063,Municipiul Orsova,191529,610804,14503,1863,189483,622000,182641,66082,2245,142782,2262,123439,559992
110116,Oras Strehaia,62200,610804,14650,1864,186600,626959,185173,62225,2246,128931,2263,138292,565025
110232,Oras Vanju Mare,63064,613481,14110,1865,187342,623405,179972,63763,2247,124400,2264,123156,561362
110296,Bala,191629,611786,14513,1866,189783,623000,182930,66182,2248,142982,2265,123637,560892
110456,Balta,62300,611786,14660,1867,186900,627959,185462,62325,2249,129131,2266,138490,565925
110535,Balacita,63164,614463,14120,1868,187642,624405,180261,63863,2250,124600,2267,123354,562262
110571,Bacles,191729,612768,14523,1869,190083,624000,183219,66282,2251,143182,2268,123835,561792
110688,Balvanesti,62400,612768,14670,1870,187200,628959,185751,62425,2252,129331,2269,138688,566825
110740,Breznita-Motru,63264,615445,14130,1871,187942,625405,180550,63963,2253,124800,2270,123552,563162
110820,Breznita-Ocol,191829,613750,14533,1872,190383,625000,183508,66382,2254,143382,2271,124033,562692
110875,Brosteni,62500,613750,14680,1873,187500,629959,186040,62525,2255,129531,2272,138886,567725
110946,Burila Mare,63364,616427,14140,1874,188242,626405,180839,64063,2256,125000,2273,123750,564062
111006,Butoiesti,191929,614732,14543,1875,190683,626000,183797,66482,2257,143582,2274,124231,563592
111097,Cazanesti,62600,614732,14690,1876,187800,630959,186329,62625,2258,129731,2275,139084,568625
111220,Ciresu,63464,617409,14150,1877,188542,627405,181128,64163,2259,125200,2276,123948,564962
111275,Corcova,192029,615714,14553,1878,190983,627000,184086,66582,2260,143782,2277,124429,564492
111417,Corlatel,62700,615714,14700,1879,188100,631959,186618,62725,2261,129931,2278,139282,569525
111444,Cujmir,63564,618391,14160,1880,188842,628405,181417,64263,2262,125400,2279,124146,565862
111480,Devesel,192129,616696,14563,1881,191283,628000,184375,66682,2263,143982,2280,124627,565392
111550,Darvari,62800,616696,14710,1882,188400,632959,186907,62825,2264,130131,2281,139480,570425
111587,Dumbrava,63664,619373,14170,1883,189142,629405,181706,64363,2265,125600,2282,124344,566762
111685,Floresti,192229,617678,14573,1884,191583,629000,184664,66782,2266,144182,2283,124825,566292
111783,Garla Mare,62900,617678,14720,1885,188700,633959,187196,62925,2267,130331,2284,139678,571325
111818,Godeanu,63764,620355,14180,1886,189442,630405,181995,64463,2268,125800,2285,124542,567662
111863,Gogosu,192329,618660,14583,1887,191883,630000,184953,66882,2269,144382,2286,125023,567192
111916,Greci,63000,618660,14730,1888,189000,634959,187485,63025,2270,130531,2287,139876,572225
111989,Grozesti,63864,621337,14190,1889,189742,631405,182284,64563,2271,126000,2288,124740,568562
112030,Gruia,192429,619642,14593,1890,192183,631000,185242,66982,2272,144582,2289,125221,568092
112076,Hinova,63100,619642,14740,1891,189300,635959,187774,63125,2273,130731,2290,140074,573125
112129,Husnicioara,63964,622319,14200,1892,190042,632405,182573,64663,2274,126200,2291,124938,569462
112245,Eselnita,192529,620624,14603,1893,192483,632000,185531,67082,2275,144782,2292,125419,568992
112263,Ilovat,63200,620624,14750,1894,189600,636959,188063,63225,2276,130931,2293,140272,574025
112334,Ilovita,64064,623301,14210,1895,190342,633405,182862,64763,2277,126400,2294,125136,570362
112370,Isverna,192629,621606,14613,1896,192783,633000,185820,67182,2278,144982,2295,125617,569892
112469,Izvoru Barzii,63300,621606,14760,1897,189900,637959,188352,63325,2279,131131,2296,140470,574925
112548,Jiana,64164,624283,14220,1898,190642,634405,183151,64863,2280,126600,2297,125334,571262
112600,Livezile,192729,622588,14623,1899,193083,634000,186109,67282,2281,145182,2298,125815,570792
112664,Malovat,63400,622588,14770,1900,190200,638959,188641,63425,2282,131331,2299,140668,575825
112744,Obarsia De Camp,64264,625265,14230,1901,190942,635405,183440,64963,2283,126800,2300,125532,572162
112771,Oprisor,192829,623570,14633,1902,193383,635000,186398,67382,2284,145382,2301,126013,571692
112806,Padina,63500,623570,14780,1903,190500,639959,188930,63525,2285,131531,2302,140866,576725
112879,Patulele,64364,626247,14240,1904,191242,636405,183729,65063,2286,127000,2303,125730,573062
112904,Dubova,192929,624552,14643,1905,193683,636000,186687,67482,2287,145582,2304,126211,572592
112959,Podeni,63600,624552,14790,1906,190800,640959,189219,63625,2288,131731,2305,141064,577625
112995,Ponoarele,64464,627229,14250,1907,191542,637405,184018,65163,2289,127200,2306,125928,573962
113153,Poroina Mare,193029,625534,14653,1908,193983,637000,186976,67582,2290,145782,2307,126409,573492
113206,Pristol,63700,625534,14800,1909,191100,641959,189508,63725,2291,131931,2308,141262,578525
113233,Prunisor,64564,628211,14260,1910,191842,638405,184307,65263,2292,127400,2309,126126,574862
113395,Punghina,193129,626516,14663,1911,194283,638000,187265,67682,2293,145982,2310,126607,574392
113466,Rogova,63800,626516,14810,1912,191400,642959,189797,63825,2294,132131,2311,141460,579425
113493,Salcia,64664,629193,14270,1913,192142,639405,184596,65363,2295,127600,2312,126324,575762
113518,Stangaceaua,193229,627498,14673,1914,194583,639000,187554,67782,2296,146182,2313,126805,575292
113607,Svinita,63900,627498,14820,1915,191700,643959,190086,63925,2297,132331,2314,141658,580325
113625,Sisesti,64764,630175,14280,1916,192442,640405,184885,65463,2298,127800,2315,126522,576662
113698,Sovarna,193329,628480,14683,1917,194883,640000,187843,67882,2299,146382,2316,127003,576192
113732,Tamna,64000,628480,14830,1918,192000,644959,190375,64025,2300,132531,2317,141856,581225
113849,Vanatori,64864,631157,14290,1919,192742,641405,185174,65563,2301,128000,2318,126720,577562
113894,Vanjulet,193429,629462,14693,1920,195183,641000,188132,67982,2302,146582,2319,127201,577092
113929,Vladaia,64100,629462,14840,1921,192300,645959,190664,64125,2303,132731,2320,142054,582125
113974,Voloiac,64964,632139,14300,1922,193042,642405,185463,65663,2304,128200,2321,126918,578462
114060,Branistea,193529,630444,14703,1923,195483,642000,188421,68082,2305,146782,2322,127399,577992
114079,Vrata,64200,630444,14850,1924,192600,646959,190953,64225,2306,132931,2323,142252,583025
114319,Municipiul Targu Mures,65064,633121,14310,1925,193342,643405,185752,65763,2307,128400,2324,127116,579362
114355,Cristesti,193629,631426,14713,1926,195783,643000,188710,68182,2308,146982,2325,127597,578892
114382,Sancraiu De Mures,64300,631426,14860,1927,192900,647959,191242,64325,2309,133131,2326,142450,583925
114417,Sangeorgiu De Mures,65164,634103,14320,1928,193642,644405,186041,65863,2310,128600,2327,127314,580262
114453,Santana De Mures,193729,632408,14723,1929,196083,644000,188999,68282,2311,147182,2328,127795,579792
114514,Municipiul Sighisoara,64400,632408,14870,1930,193200,648959,191531,64425,2312,133331,2329,142648,584825
114603,Albesti,65264,635085,14330,1931,193942,645405,186330,65963,2313,128800,2330,127512,581162
114710,Oras Ludus,193829,633390,14733,1932,196383,645000,189288,68382,2314,147382,2331,127993,580692
114809,Municipiul Reghin,64500,633390,14880,1933,193500,649959,191820,64525,2315,133531,2332,142846,585725
114854,Oras Sovata,65364,636067,14340,1934,194242,646405,186619,66063,2316,129000,2333,127710,582062
114925,Municipiul Tarnaveni,193929,634372,14743,1935,196683,646000,189577,68482,2317,147582,2334,128191,581592
114970,Acatari,64600,634372,14890,1936,193800,650959,192109,64625,2318,133731,2335,143044,586625
115076,Adamus,65464,637049,14350,1937,194542,647405,186908,66163,2319,129200,2336,127908,582962
115147,Alunis,194029,635354,14753,1938,196983,647000,189866,68582,2320,147782,2337,128389,582492
115183,Apold,64700,635354,14900,1939,194100,651959,192398,64725,2321,133931,2338,143242,587525
115236,Atintis,65564,638031,14360,1940,194842,648405,187197,66263,2322,129400,2339,128106,583862
115307,Bahnea,194129,636336,14763,1941,197283,648000,190155,68682,2323,147982,2340,128587,583392
115389,Band,64800,636336,14910,1942,194400,652959,192687,64825,2324,134131,2341,143440,588425
115520,Batos,65664,639013,14370,1943,195142,649405,187486,66363,2325,129600,2342,128304,584762
115575,Bagaciu,194229,637318,14773,1944,197583,649000,190444,68782,2326,148182,2343,128785,584292
115600,Bala,64900,637318,14920,1945,194700,653959,192976,64925,2327,134331,2344,143638,589325
115637,Balauseri,65764,639995,14380,1946,195442,650405,187775,66463,2328,129800,2345,128502,585662
115708,Beica De Jos,194329,638300,14783,1947,197883,650000,190733,68882,2329,148382,2346,128983,585192
115771,Bichis,65000,638300,14930,1948,195000,654959,193265,65025,2330,134531,2347,143836,590225
115824,Bogata,65864,640977,14390,1949,195742,651405,188064,66563,2331,130000,2348,128700,586562
115851,Breaza,194429,639282,14793,1950,198183,651000,191022,68982,2332,148582,2349,129181,586092
115897,Brancovenesti,65100,639282,14940,1951,195300,655959,193554,65125,2333,134731,2350,144034,591125
115959,Ceuasu De Campie,65964,641959,14400,1952,196042,652405,188353,66663,2334,130200,2351,128898,587462
116046,Chetani,194529,640264,14803,1953,198483,652000,191311,69082,2335,148782,2352,129379,586992
116126,Chiheru De Jos,65200,640264,14950,1954,195600,656959,193843,65225,2336,134931,2353,144232,592025
116171,Coroisanmartin,66064,642941,14410,1955,196342,653405,188642,66763,2337,130400,2354,129096,588362
116224,Cozma,194629,641246,14813,1956,198783,653000,191600,69182,2338,148982,2355,129577,587892
116288,Craciunesti,65300,641246,14960,1957,195900,657959,194132,65325,2339,135131,2356,144430,592925
116340,Craiesti,66164,643923,14420,1958,196642,654405,188931,66863,2340,130600,2357,129294,589262
116395,Cucerdea,194729,642228,14823,1959,199083,654000,191889,69282,2341,149182,2358,129775,588792
116439,Cuci,65400,642228,14970,1960,196200,658959,194421,65425,2342,135331,2359,144628,593825
116493,Danes,66264,644905,14430,1961,196942,655405,189220,66963,2343,130800,2360,129492,590162
116545,Deda,194829,643210,14833,1962,199383,655000,192178,69382,2344,149382,2361,129973,589692
116590,Eremitu,65500,643210,14980,1963,196500,659959,194710,65525,2345,135531,2362,144826,594725
116652,Ernei,66364,645887,14440,1964,197242,656405,189509,67063,2346,131000,2363,129690,591062
116723,Faragau,194929,644192,14843,1965,199683,656000,192467,69482,2347,149582,2364,130171,590592
116796,Fantanele,65600,644192,14990,1966,196800,660959,194999,65625,2348,135731,2365,145024,595625
116867,Galesti,66464,646869,14450,1967,197542,657405,189798,67163,2349,131200,2366,129888,591962
116938,Ganesti,195029,645174,14853,1968,199983,657000,192756,69582,2350,149782,2367,130369,591492
116983,Gheorghe Doja,65700,645174,15000,1969,197100,661959,195288,65725,2351,135931,2368,145222,596525
117042,Ghindari,66564,647851,14460,1970,197842,658405,190087,67263,2352,131400,2369,130086,592862
117113,Glodeni,195129,646156,14863,1971,200283,658000,193045,69682,2353,149982,2370,130567,592392
117177,Gornesti,65800,646156,15010,1972,197400,662959,195577,65825,2354,136131,2371,145420,597425
117275,Grebenisu De Campie,66664,648833,14470,1973,198142,659405,190376,67363,2355,131600,2372,130284,593762
117319,Gurghiu,195229,647138,14873,1974,200583,659000,193334,69782,2356,150182,2373,130765,593292
117426,Hodac,65900,647138,15020,1975,197700,663959,195866,65925,2357,136331,2374,145618,598325
117505,Hodosa,66764,649815,14480,1976,198442,660405,190665,67463,2358,131800,2375,130482,594662
117550,Ibanesti,195329,648120,14883,1977,200883,660000,193623,69882,2359,150382,2376,130963,594192
117667,Iclanzel,66000,648120,15030,1978,198000,664959,196155,66025,2360,136531,2377,145816,599225
117783,Ideciu De Jos,66864,650797,14490,1979,198742,661405,190954,67563,2361,132000,2378,130680,595562
117827,Oras Iernut,195429,649102,14893,1980,201183,661000,193912,69982,2362,150582,2379,131161,595092
117925,Livezeni,66100,649102,15040,1981,198300,665959,196444,66125,2363,136731,2380,146014,600125
117998,Lunca,66964,651779,14500,1982,199042,662405,191243,67663,2364,132200,2381,130878,596462
118058,Lunca Bradului,195529,650084,14903,1983,201483,662000,194201,70082,2365,150782,2382,131359,595992
118094,Magherani,66200,650084,15050,1984,198600,666959,196733,66225,2366,136931,2383,146212,601025
118209,Mica,67064,652761,14510,1985,199342,663405,191532,67763,2367,132400,2384,131076,597362
118281,Oras Miercurea Nirajului,195629,651066,14913,1986,201783,663000,194490,70182,2368,150982,2385,131557,596892
118370,Mihesu De Campie,66300,651066,15060,1987,198900,667959,197022,66325,2369,137131,2386,146410,601925
118469,Nades,67164,653743,14520,1988,199642,664405,191821,67863,2370,132600,2387,131274,598262
118511,Neaua,195729,652048,14923,1989,202083,664000,194779,70282,2371,151182,2388,131755,597792
118575,Ogra,66400,652048,15070,1990,199200,668959,197311,66425,2372,137331,2389,146608,602825
118637,Papiu Ilarian,67264,654725,14530,1991,199942,665405,192110,67963,2373,132800,2390,131472,599162
118691,Panet,195829,653030,14933,1992,202383,665000,195068,70382,2374,151382,2391,131953,598692
118753,Pasareni,66500,653030,15080,1993,199500,669959,197600,66525,2375,137531,2392,146806,603725
118799,Petelea,67364,655707,14540,1994,200242,666405,192399,68063,2376,133000,2393,131670,600062
118824,Pogaceaua,195929,654012,14943,1995,202683,666000,195357,70482,2377,151582,2394,132151,599592
118931,Rastolita,66600,654012,15090,1996,199800,670959,197889,66625,2378,137731,2395,147004,604625
118995,Raciu,67464,656689,14550,1997,200542,667405,192688,68163,2379,133200,2396,131868,600962
119153,Rusii-Munti,196029,654994,14953,1998,202983,667000,195646,70582,2380,151782,2397,132349,600492
119206,Saschiz,66700,654994,15100,1999,200100,671959,198178,66725,2381,137931,2398,147202,605525
119242,Oras Sarmasu,67564,657671,14560,2000,200842,668405,192977,68263,2382,133400,2399,132066,601862
119331,Oras Sangeorgiu De Padure,196129,655976,14963,2001,203283,668000,195935,70682,2383,151982,2400,132547,601392
119386,Sanger,66800,655976,15110,2002,200400,672959,198467,66825,2384,138131,2401,147400,606425
119466,Sanpaul,67664,658653,14570,2003,201142,669405,193266,68363,2385,133600,2402,132264,602762
119527,Sanpetru De Campie,196229,656958,14973,2004,203583,669000,196224,70782,2386,152182,2403,132745,602292
119590,Solovastru,66900,656958,15120,2005,200700,673959,198756,66925,2387,138331,2404,147598,607325
119625,Stanceni,67764,659635,14580,2006,201442,670405,193555,68463,2388,133800,2405,132462,603662
119661,Suplac,196329,657940,14983,2007,203883,670000,196513,70882,2389,152382,2406,132943,603192
119723,Suseni,67000,657940,15130,2008,201000,674959,199045,67025,2390,138531,2407,147796,608225
119750,Saulia,67864,660617,14590,2009,201742,671405,193844,68563,2391,134000,2408,132660,604562
119803,Sincai,196429,658922,14993,2010,204183,671000,196802,70982,2392,152582,2409,133141,604092
119858,Taureni,67100,658922,15140,2011,201300,675959,199334,67125,2393,138731,2410,147994,609125
119894,Oras Ungheni,67964,661599,14600,2012,202042,672405,194133,68663,2394,134200,2411,132858,605462
119974,Valea Larga,196529,659904,15003,2013,204483,672000,197091,71082,2395,152782,2412,133339,604992
120076,Vargata,67200,659904,15150,2014,201600,676959,199623,67225,2396,138931,2413,148192,610025
120138,Vatava,68064,662581,14610,2015,202342,673405,194422,68763,2397,134400,2414,133056,606362
120174,Vetca,196629,660886,15013,2016,204783,673000,197380,71182,2398,152982,2415,133537,605892
120218,Viisoara,67300,660886,15160,2017,201900,677959,199912,67325,2399,139131,2416,148390,610925
120254,Vanatori,68164,663563,14620,2018,202642,674405,194711,68863,2400,134600,2417,133254,607262
120316,Voivodeni,196729,661868,15023,2019,205083,674000,197669,71282,2401,153182,2418,133735,606792
120343,Zagar,67400,661868,15170,2020,202200,678959,200201,67425,2402,139331,2419,148588,611825
120370,Zau De Campie,68264,664545,14630,2021,202942,675405,195000,68963,2403,134800,2420,133452,608162
120478,Chibed,196829,662850,15033,2022,205383,675000,197958,71382,2404,153382,2421,133933,607692
120487,Corunca,67500,662850,15180,2023,202500,679959,200490,67525,2405,139531,2422,148786,612725
120496,Sarateni,68364,665527,14640,2024,203242,676405,195289,69063,2406,135000,2423,133650,609062
120502,Madaras,196929,663832,15043,2025,205683,676000,198247,71482,2407,153582,2424,134131,608592
120511,Bereni,67600,663832,15190,2026,202800,680959,200779,67625,2408,139731,2425,148984,613625
120726,Municipiul Piatra-Neamt,68464,666509,14650,2027,203542,677405,195578,69163,2409,135200,2426,133848,609962
120771,Dumbrava Rosie,197029,664814,15053,2028,205983,677000,198536,71582,2410,153782,2427,134329,609492
120824,Savinesti,67700,664814,15200,2029,203100,681959,201068,67725,2411,139931,2428,149182,614525
120860,Municipiul Roman,68564,667491,14660,2030,203842,678405,195867,69263,2412,135400,2429,134046,610862
120888,Cordun,197129,665796,15063,2031,206283,678000,198825,71682,2413,153982,2430,134527,610392
120922,Horia,67800,665796,15210,2032,203400,682959,201357,67825,2414,140131,2431,149380,615425
120968,Oras Bicaz,68664,668473,14670,2033,204142,679405,196156,69363,2415,135600,2432,134244,611762
121055,Oras Targu Neamt,197229,666778,15073,2034,206583,679000,199114,71782,2416,154182,2433,134725,611292
121108,Agapia,67900,666778,15220,2035,203700,683959,201646,67925,2417,140331,2434,149578,616325
121153,Bahna,68764,669455,14680,2036,204442,680405,196445,69463,2418,135800,2435,134442,612662
121242,Baltatesti,197329,667760,15083,2037,206883,680000,199403,71882,2419,154382,2436,134923,612192
121297,Bicaz-Chei,68000,667760,15230,2038,204000,684959,201935,68025,2420,140531,2437,149776,617225
121340,Bicazu Ardelean,68864,670437,14690,2039,204742,681405,196734,69563,2421,136000,2438,134640,613562
121386,Bira,197429,668742,15093,2040,207183,681000,199692,71982,2422,154582,2439,135121,613092
121466,Bargauani,68100,668742,15240,2041,204300,685959,202224,68125,2423,140731,2440,149974,618125
121607,Bodesti,68964,671419,14700,2042,205042,682405,197023,69663,2424,136200,2441,134838,614462
121652,Borca,197529,669724,15103,2043,207483,682000,199981,72082,2425,154782,2442,135319,613992
121732,Borlesti,68200,669724,15250,2044,204600,686959,202513,68225,2426,140931,2443,150172,619025
121796,Botesti,69064,672401,14710,2045,205342,683405,197312,69763,2427,136400,2444,135036,615362
121876,Bozieni,197629,670706,15113,2046,207783,683000,200270,72182,2428,154982,2445,135517,614892
121938,Brusturi,68300,670706,15260,2047,204900,687959,202802,68325,2429,141131,2446,150370,619925
122025,Ceahlau,69164,673383,14720,2048,205642,684405,197601,69863,2430,136600,2447,135234,616262
122061,Candesti,197729,671688,15123,2049,208083,684000,200559,72282,2431,155182,2448,135715,615792
122132,Costisa,68400,671688,15270,2050,205200,688959,203091,68425,2432,141331,2449,150568,620825
122187,Cracaoani,69264,674365,14730,2051,205942,685405,197890,69963,2433,136800,2450,135432,617162
122249,Damuc,197829,672670,15133,2052,208383,685000,200848,72382,2434,155382,2451,135913,616692
122285,Dobreni,68500,672670,15280,2053,205500,689959,203380,68525,2435,141531,2452,150766,621725
122347,Doljesti,69364,675347,14740,2054,206242,686405,198179,70063,2436,137000,2453,135630,618062
122392,Dragomiresti,197929,673652,15143,2055,208683,686000,201137,72482,2437,155582,2454,136111,617592
122463,Dulcesti,68600,673652,15290,2056,205800,690959,203669,68625,2438,141731,2455,150964,622625
122551,Farcasa,69464,676329,14750,2057,206542,687405,198468,70163,2439,137200,2456,135828,618962
122613,Faurei,198029,674634,15153,2058,208983,687000,201426,72582,2440,155782,2457,136309,618492
122668,Gheraesti,68700,674634,15300,2059,206100,691959,203958,68725,2441,141931,2458,151162,623525
122702,Girov,69564,677311,14760,2060,206842,688405,198757,70263,2442,137400,2459,136026,619862
122828,Garcina,198129,675616,15163,2061,209283,688000,201715,72682,2443,155982,2460,136507,619392
122864,Grinties,68800,675616,15310,2062,206400,692959,204247,68825,2444,142131,2461,151360,624425
122908,Grumazesti,69664,678293,14770,2063,207142,689405,199046,70363,2445,137600,2462,136224,620762
122953,Hangu,198229,676598,15173,2064,209583,689000,202004,72782,2446,156182,2463,136705,620292
123013,Icusesti,68900,676598,15320,2065,206700,693959,204536,68925,2447,142331,2464,151558,625325
123102,Ion Creanga,69764,679275,14780,2066,207442,690405,199335,70463,2448,137800,2465,136422,621662
123175,Margineni,198329,677580,15183,2067,209883,690000,202293,72882,2449,156382,2466,136903,621192
123228,Moldoveni,69000,677580,15330,2068,207000,694959,204825,69025,2450,142531,2467,151756,626225
123255,Oniceni,69864,680257,14790,2069,207742,691405,199624,70563,2451,138000,2468,136620,622562
123371,Pastraveni,198429,678562,15193,2070,210183,691000,202582,72982,2452,156582,2469,137101,622092
123424,Petricani,69100,678562,15340,2071,207300,695959,205114,69125,2453,142731,2470,151954,627125
123479,Piatra Soimului,69964,681239,14800,2072,208042,692405,199913,70663,2454,138200,2471,136818,623462
123521,Pipirig,198529,679544,15203,2073,210483,692000,202871,73082,2455,156782,2472,137299,622992
123601,Pangarati,69200,679544,15350,2074,207600,696959,205403,69225,2456,142931,2473,152152,628025
123674,Podoleni,70064,682221,14810,2075,208342,693405,200202,70763,2457,138400,2474,137016,624362
123709,Poienari,198629,680526,15213,2076,210783,693000,203160,73182,2458,156982,2475,137497,623892
123790,Poiana Teiului,69300,680526,15360,2077,207900,697959,205692,69325,2459,143131,2476,152350,628925
123914,Raucesti,70164,683203,14820,2078,208642,694405,200491,70863,2460,138600,2477,137214,625262
123969,Razboieni,198729,681508,15223,2079,211083,694000,203449,73282,2461,157182,2478,137695,624792
124028,Rediu,69400,681508,15370,2080,208200,698959,205981,69425,2462,143331,2479,152548,629825
124073,Romani,70264,684185,14830,2081,208942,695405,200780,70963,2463,138800,2480,137412,626162
124117,Oras Roznov,198829,682490,15233,2082,211383,695000,203738,73382,2464,157382,2481,137893,625692
124153,Sagna,69500,682490,15380,2083,208500,699959,206270,69525,2465,143531,2482,152746,630725
124206,Sabaoani,70364,685167,14840,2084,209242,696405,201069,71063,2466,139000,2483,137610,627062
124233,Secuieni,198929,683472,15243,2085,211683,696000,204027,73482,2467,157582,2484,138091,626592
124331,Stanita,69600,683472,15390,2086,208800,700959,206559,69625,2468,143731,2485,152944,631625
124411,Stefan Cel Mare,70464,686149,14850,2087,209542,697405,201358,71163,2469,139200,2486,137808,627962
124493,Tarcau,199029,684454,15253,2088,211983,697000,204316,73582,2470,157782,2487,138289,627492
124563,Tasca,69700,684454,15400,2089,209100,701959,206848,69725,2471,143931,2488,153142,632525
124616,Tazlau,70564,687131,14860,2090,209842,698405,201647,71263,2472,139400,2489,138006,628862
124634,Tamaseni,199129,685436,15263,2091,212283,698000,204605,73682,2473,157982,2490,138487,628392
124661,Timisesti,69800,685436,15410,2092,209400,702959,207137,69825,2474,144131,2491,153340,633425
124723,Trifesti,70664,688113,14870,2093,210142,699405,201936,71363,2475,139600,2492,138204,629762
124750,Tupilati,199229,686418,15273,2094,212583,699000,204894,73782,2476,158182,2493,138685,629292
124803,Tibucani,69900,686418,15420,2095,209700,703959,207426,69925,2477,144331,2494,153538,634325
124849,Urecheni,70764,689095,14880,2096,210442,700405,202225,71463,2478,139800,2495,138402,630662
124885,Valea Ursului,199329,687400,15283,2097,212883,700000,205183,73882,2479,158382,2496,138883,630192
124938,Alexandru Cel Bun,70000,687400,15430,2098,210000,704959,207715,70025,2480,144531,2497,153736,635225
125016,Vanatori-Neamt,70864,690077,14890,2099,210742,701405,202514,71563,2481,140000,2498,138600,631562
125061,Zanesti,199429,688382,15293,2100,213183,701000,205472,73982,2482,158582,2499,139081,631092
125098,Dochia,70100,688382,15440,2101,210300,705959,208004,70125,2483,144731,2500,153934,636125
125105,Ruginoasa,70964,691059,14900,2102,211042,702405,202803,71663,2484,140200,2501,138798,632462
125114,Ghindaoani,199529,689364,15303,2103,213483,702000,205761,74082,2485,158782,2502,139279,631992
125123,Valeni,70200,689364,15450,2104,210600,706959,208293,70225,2486,144931,2503,154132,637025
125132,Draganesti,71064,692041,14910,2105,211342,703405,203092,71763,2487,140400,2504,138996,633362
125141,Pancesti,199629,690346,15313,2106,213783,703000,206050,74182,2488,158982,2505,139477,632892
125150,Gadinti,70300,690346,15460,2107,210900,707959,208582,70325,2489,145131,2506,154330,637925
125169,Negresti,71164,693023,14920,2108,211642,704405,203381,71863,2490,140600,2507,139194,634262
125178,Boghicea,199729,691328,15323,2109,214083,704000,206339,74282,2491,159182,2508,139675,633792
125347,Municipiul Slatina,70400,691328,15470,2110,211200,708959,208871,70425,2492,145331,2509,154528,638825
125374,Slatioara,71264,694005,14930,2111,211942,705405,203670,71963,2493,140800,2510,139392,635162
125418,Oras Bals,199829,692310,15333,2112,214383,705000,206628,74382,2494,159382,2511,139873,634692
125472,Municipiul Caracal,70500,692310,15480,2113,211500,709959,209160,70525,2495,145531,2512,154726,639725
125490,Draghiceni,71364,694987,14940,2114,212242,706405,203959,72063,2496,141000,2513,139590,636062
125542,Oras Corabia,199929,693292,15343,2115,214683,706000,206917,74482,2497,159582,2514,140071,635592
125588,Garcov,70600,693292,15490,2116,211800,710959,209449,70625,2498,145731,2515,154924,640625
125622,Oras Draganesti-Olt,71464,695969,14950,2117,212542,707405,204248,72163,2499,141200,2516,139788,636962
125659,Babiciu,200029,694274,15353,2118,214983,707000,207206,74582,2500,159782,2517,140269,636492
125677,Baldovinesti,70700,694274,15500,2119,212100,711959,209738,70725,2501,145931,2518,155122,641525
125757,Barasti,71564,696951,14960,2120,212842,708405,204537,72263,2502,141400,2519,139986,637862
125846,Barza,200129,695256,15363,2121,215283,708000,207495,74682,2503,159982,2520,140467,637392
125873,Bobicesti,70800,695256,15510,2122,212400,712959,210027,70825,2504,146131,2521,155320,642425
125962,Brastavatu,71664,697933,14970,2123,213142,709405,204826,72363,2505,141600,2522,140184,638762
125999,Brebeni,200229,696238,15373,2124,215583,709000,207784,74782,2506,160182,2523,140665,638292
126022,Brancoveni,70900,696238,15520,2125,212700,713959,210316,70925,2507,146331,2524,155518,643325
126077,Bucinisu,71764,698915,14980,2126,213442,710405,205115,72463,2508,141800,2525,140382,639662
126102,Cezieni,200329,697220,15383,2127,215883,710000,208073,74882,2509,160382,2526,140863,639192
126148,Cilieni,71000,697220,15530,2128,213000,714959,210605,71025,2510,146531,2527,155716,644225
126166,Carlogani,71864,699897,14990,2129,213742,711405,205404,72563,2511,142000,2528,140580,640562
126228,Colonesti,200429,698202,15393,2130,216183,711000,208362,74982,2512,160582,2529,141061,640092
126326,Corbu,71100,698202,15540,2131,213300,715959,210894,71125,2513,146731,2530,155914,645125
126380,Coteana,71964,700879,15000,2132,214042,712405,205693,72663,2514,142200,2531,140778,641462
126406,Crampoia,200529,699184,15403,2133,216483,712000,208651,75082,2515,160782,2532,141259,640992
126433,Curtisoara,71200,699184,15550,2134,213600,716959,211183,71225,2516,146931,2533,156112,646025
126503,Cungrea,72064,701861,15010,2135,214342,713405,205982,72763,2517,142400,2534,140976,642362
126585,Daneasa,200629,700166,15413,2136,216783,713000,208940,75182,2518,160982,2535,141457,641892
126647,Deveselu,71300,700166,15560,2137,213900,717959,211472,71325,2519,147131,2536,156310,646925
126674,Dobretu,72164,702843,15020,2138,214642,714405,206271,72863,2520,142600,2537,141174,643262
126718,Dobrosloveni,200729,701148,15423,2139,217083,714000,209229,75282,2521,161182,2538,141655,642792
126772,Dobroteasa,71400,701148,15570,2140,214200,718959,211761,71425,2522,147331,2539,156508,647825
126825,Dobrun,72264,703825,15030,2141,214942,715405,206560,72963,2523,142800,2540,141372,644162
126905,Fagetelu,200829,702130,15433,2142,217383,715000,209518,75382,2524,161382,2541,141853,643692
126978,Falcoiu,71500,702130,15580,2143,214500,719959,212050,71525,2525,147531,2542,156706,648725
127019,Farcasele,72364,704807,15040,2144,215242,716405,206849,73063,2526,143000,2543,141570,645062
